"","Region","Year","DOY","Grade_pass","Altitude_Source","Filename","Rep.class","Corrected_height_m","Pixel_length","Width.5.proc.m","Width.10.proc.m","Width.15.proc.m","Width.20.proc.m","Width.25.proc.m","Width.30.proc.m","Width.35.proc.m","Width.40.proc.m","Width.45.proc.m","Width.50.proc.m","Width.55.proc.m","Width.60.proc.m","Width.65.proc.m","Width.70.proc.m","Width.75.proc.m","Width.80.proc.m","Width.85.proc.m","Width.90.proc.m","Width.95.proc.m","Total.length.m","Volume.m3"
"157","HI",2019,75,"Y","S_Alt","2019.03.16.103.02","Calf",24.18809871,0.24867,0.523240012806562,0.722767773914002,0.800242708866764,0.937400639142902,1.02625146842327,1.06732089499171,1.14598616965125,1.14762281156239,1.1646640973494,1.16236882886983,1.06397964331351,0.971288930916372,0.82374394839345,0.669323385684473,0.486390608159682,0.359220945276566,0.25055357634002,0.352486714171407,1.07556365160703,6.0148545062157,3.2829738989744
"158","HI",2019,75,"Y","S_Alt","2019.03.16.106.01","Mother",26.01600314,0.47873,0.921095443345642,1.35973420571307,1.58114160749116,1.69995016613017,2.16475114776706,2.11543450507389,2.03229354785536,2.18858808552761,2.2579741370234,2.23792091925431,2.13505056493745,1.88201584733872,1.54831989158104,1.16339675117268,0.87051465457238,0.538756640982802,0.340912174859239,0.355893862738525,1.7033577559579,12.4546411832122,24.5112729213173
"159","HI",2019,75,"Y","S_Alt","2019.03.16.106.02","Calf",26.51585267,0.2327,0.458536985898262,0.69954960308875,0.814274706331358,0.978633211416755,1.09687843596112,1.09712462849388,1.14585779247878,1.16263096994887,1.19859235640091,1.1265992427732,1.00334501827657,0.895808243371465,0.74100373622408,0.625297564993779,0.482162213684917,0.356531830181625,0.242839007909715,0.286285511191122,0.917037567386918,6.170238916309,3.28420611543889
"160","HI",2019,75,"Y","S_Alt","2019.03.16.107.01","Mother",28.44468296,0.43733,0.90941145326195,1.46387186202054,1.69385354772778,1.7685005347204,2.06287639580174,2.34078705249301,2.26570343156711,2.33992746831097,2.37677141086346,2.28177927293404,2.10824651778075,1.83601210222214,1.63681746271084,1.24762113174224,0.953357228079693,0.641299558657447,0.409531530134841,0.264955939365943,1.0836420763257,12.4397131988968,26.7460651326505
"161","HI",2019,75,"Y","S_Alt","2019.03.16.107.02","Calf",26.15525295,0.2155,0.525450813785023,0.731334242661476,0.766093709400916,0.944875925678401,1.01988984109704,1.11540411430938,1.16748723167128,1.1347518166444,1.08532967063726,0.967651157521638,0.86018928638366,0.694697272091764,0.656733479541727,0.506286296302857,0.371820159626496,0.276374087543982,0.210835620006076,0.279052531915479,0.974354032198792,5.636457010725,2.53740431140328
"162","HI",2019,75,"Y","S_Alt","2019.03.16.109.01","Mother",24.83206092,0.498944282,0.922258527813514,1.39089379415826,1.57571778605138,1.73255679049418,2.16371342013117,2.14950036106435,2.27139389904086,2.31429235417882,2.2373444416797,2.11221053100986,1.91649183547662,1.71427166144062,1.4921781910028,1.19388099436272,0.817977410426507,0.541662873804955,0.431315871961954,0.37012023780825,1.61449158387264,12.3898148063097,24.1183545737834
"163","HI",2019,75,"Y","S_Alt","2019.03.16.109.02","Calf",25.16598068,0.20151,0.414502381651415,0.592178860052666,0.696022263366655,0.920152932630746,0.987984753464144,1.01547266841905,1.00369430680842,0.904961148476363,0.91217239027879,0.841836919601609,0.747166296999457,0.607722585262667,0.504417235925638,0.432526936319748,0.355040571081664,0.288586594409813,0.230825156115979,0.410983478214914,0.967335854468979,5.0711967668268,1.77036514543185
"164","HI",2019,75,"Y","S_Alt","2019.03.16.112.01","Mother",28.67017291,0.40197,0.909004596565107,1.37519105926155,1.55442430896722,1.68516916950783,1.92786119805517,2.01455462095152,2.04136187532164,2.04856010887977,2.04241406668228,1.95747468020532,1.97624010400088,1.85664063518948,1.494421742492,1.19560976816386,0.936573623650869,0.690962426739337,0.317186715898884,0.416887897708243,2.00244347198219,11.5245494046327,20.7350836961438
"165","HI",2019,75,"Y","S_Alt","2019.03.16.112.02","Calf",29.17834694,0.18289,0.446621657879294,0.621337907332241,0.733529365981793,0.904419930293405,0.962106715588175,1.04772649893539,1.08087852344651,1.08467859373406,1.03889471080747,0.990837509607464,0.899901576814304,0.802807406257022,0.695132166515423,0.58059161231668,0.471935537132233,0.343015444389986,0.253706588454955,0.374241018439367,1.16950751847067,5.3364278718566,2.38229860035408
"166","HI",2019,75,"Y","S_Alt","2019.03.16.113.02","Mother",28.35143389,0.47778,1.01622775818035,1.5351287937572,1.74697210261712,1.93526748300788,2.30941594540986,2.18388072504173,2.24366623878511,2.49349995272132,2.61741645619343,2.51120018174264,2.49758535034344,2.36042652354446,2.03041552669926,1.57938275274751,1.0794268004409,0.564338892949691,0.33484682891117,0.29617507270626,2.02366026212979,13.5457480839642,35.5725535661859
"167","HI",2019,75,"Y","S_Alt","2019.03.16.113.03","Calf",26.2943335,0.20568,0.428796013123204,0.59063208476637,0.73466916845719,0.945127287831139,0.983068103996219,1.01202911414019,1.08469393809805,1.12789641005568,1.10346045634261,1.03436343413861,0.936022551962348,0.749798118929036,0.669921435582378,0.53546663345516,0.422417019385611,0.311676714621659,0.180388965256404,0.397835043772654,1.28849075472796,5.40821851428,2.39979149618999
"169","HI",2019,75,"Y","S_Alt","2019.03.16.114.02","Calf",26.67178514,0.24359,0.487281307045116,0.673740089241666,0.766904835387525,0.987205737447055,1.08234556555616,1.10819639984417,1.14090089848424,1.16723315900079,1.19127328492315,1.07684132397964,0.979013695185689,0.884812031009126,0.740897423878088,0.544359226688848,0.450789068982111,0.344688835373027,0.275004175461268,0.354573990659464,1.22552731332715,6.4969801422526,3.35088622549488
"170","HI",2019,75,"Y","S_Alt","2019.03.16.116.01","Mother",27.03872769,0.42683,0.827281133391981,1.18553499721546,1.48825154889761,1.57776423471686,1.99289762201995,1.96889823699898,1.90124986227481,2.05061155547168,2.11702851188292,2.10870172357196,1.88874294544518,1.74851706046307,1.45408228742534,1.19534595042841,0.940318871592454,0.549011755208235,0.412969461026854,0.336017934455891,1.68293105174191,11.5409401399227,20.0241244926242
"171","HI",2019,75,"Y","S_Alt","2019.03.16.116.02","Calf",22.89847153,0.23827,0.420432625582359,0.589612311286015,0.679562419819156,0.893443267645047,0.913054927262816,0.962758713033272,0.961742256728698,0.993816008913706,0.990867576347997,0.90744504872088,0.80223227316458,0.707650550262397,0.574710832708174,0.493419971630691,0.433340474886494,0.295820975141938,0.21215074426078,0.260760052657659,1.1739213722873,5.4560188114531,2.02603456329959
"172","HI",2019,75,"Y","S_Alt","2019.03.16.116.03","Mother",23.11277063,0.54099,0.796588174251688,1.18400147395066,1.36012093515929,1.50059462666379,1.98064841595793,2.02061799201946,2.0369316708931,2.14583707462855,2.25029863573988,2.2529669419188,2.09131810273858,1.87029257399963,1.60837469039876,1.3786965474339,0.934584867377354,0.585510651116999,0.409931353108597,0.21832346236001,1.1828861369724,12.5037777831237,23.8406564222771
"173","HI",2019,75,"Y","S_Alt","2019.03.16.116.04","Calf",19.81364061,0.26208,0.449111334430278,0.589992961333747,0.70156769538205,0.876638966363569,0.921281634169861,0.95944062317482,1.02692779534656,1.02415330424969,0.979747945526551,0.876793710579715,0.783064931149816,0.676617007994158,0.615457212579922,0.474907402972149,0.318868632024783,0.211928954598352,0.139312894430393,0.371378848887537,1.27101446745324,5.1927589310688,1.87838533155498
"174","HI",2019,75,"Y","S_Alt","2019.03.16.117.01","Mother",23.38373475,0.48866,0.880636021690701,1.31176182708129,1.47062489376839,1.5608752227171,1.99868107448578,1.9108554903907,1.88131748168841,2.0509262131274,1.99394699440633,1.91330308863597,1.72407243512984,1.57788043144079,1.20171474761935,0.975543871856835,0.69982112965816,0.536604491862521,0.336699019118603,0.319323585450248,1.19472846579321,11.426695822935,17.5218543603335
"175","HI",2019,75,"Y","S_Alt","2019.03.16.117.02","Calf",22.51487855,0.2171,0.331309248620688,0.519373795447737,0.625635550755534,0.835487291430318,0.879575405837787,0.910312002511406,0.970664382014102,1.01805188301148,1.02823354562895,0.943983342457002,0.855942021893741,0.777058332110038,0.708157364152381,0.491936096566018,0.373949054514689,0.270273040697357,0.212881310761344,0.215926033586318,0.913809352296715,4.887980133205,1.83661252240623
"176","HI",2019,75,"Y","S_Alt","2019.03.16.119.01","Mother",23.61755967,0.53555,1.01155957625308,1.50821355526499,1.72268587993902,1.79292741609593,2.17273056361145,2.1581861867564,2.18468708108347,2.28337103852393,2.33638547556216,2.36533889156259,2.28122966709897,2.07200515698026,1.81007230071809,1.52827515725629,1.14565142009065,0.857460518475762,0.50056738904665,0.301275654946959,0.670998040349702,12.6483840812685,29.8116654577353
"177","HI",2019,75,"Y","S_Alt","2019.03.16.119.02","Calf",24.6607651,0.22916,0.4329600536543,0.564218500526191,0.672334468762346,0.922572867882831,0.958834748768297,0.976574056828559,0.99888410472926,1.04399077409676,1.04720295080956,1.01195490613499,0.894953460338098,0.76583571110661,0.65405942116589,0.462450593693061,0.344760259188765,0.214652974168379,0.194051867573005,0.330963270753491,1.25454884459504,5.651260930316,2.25860458956977
"178","HI",2019,85,"Y","S_Alt","2019.03.26.122.01","Mother",26.53988134,0.46642,0.866183165438649,1.33715552321878,1.50660550235454,1.62447083177269,2.19439257943518,2.14150073567596,2.13919705375226,2.21280222885447,2.28813795061404,2.29463183313512,2.05472954179863,1.82488373189585,1.58585042750747,1.29500470474271,0.993544219755621,0.607676878599033,0.327374121414153,0.365094591902619,1.49337635204901,12.3787314546028,24.8934224673918
"179","HI",2019,85,"Y","S_Alt","2019.03.26.122.02","Calf",27.54388429,0.16654,0.357909371428664,0.509744776152147,0.651452193646317,0.757417848336629,0.828621098560625,0.886339937688428,0.908909674889236,0.852927533965618,0.836583029551123,0.794013281335411,0.743324262593008,0.664203576815864,0.537943874251462,0.438714920519059,0.363656622300355,0.240084077179194,0.193628547006895,0.384069018863478,0.959660161555401,4.5871584896566,1.36335687389734
"180","HI",2019,85,"Y","S_Alt","2019.03.26.125.01","Mother",23.59783428,0.510161187,0.845266858069747,1.300132094654,1.50618641628231,1.62557302315296,2.03863887662131,2.10890408048788,2.12348825181337,2.16194018193349,2.22336337300017,2.15188155144038,2.03346283431148,1.81073886546576,1.55286026025571,1.24903970860237,0.937146857881784,0.54187698726678,0.367329022019972,0.378132419051431,1.71915244040803,12.0386991469141,22.9365269918545
"181","HI",2019,85,"Y","S_Alt","2019.03.26.125.02","Calf",24.38916617,0.220956632,0.416696212004568,0.554754602606152,0.663925960356084,0.885531710284399,0.947495750861717,0.983017012475288,0.949973407012209,0.946510089097441,0.900130912044174,0.860192354532514,0.763774781856314,0.681609833681829,0.579588907766829,0.497138877075092,0.343169305764796,0.286550406012166,0.223492563165765,0.356130570564355,1.18257535278627,5.38894801421154,1.8886117019535
"184","AK",2019,158,"Y","S_Alt","2019.06.07.60.02","Mother",30.02280026,0.41947,0.96942121629081,1.36207402946261,1.66430055683526,1.81448503779974,2.18210164688972,2.13328860512858,2.24956842380479,2.31508947962798,2.305756315219,2.13364626518689,1.98870452655605,1.72693766359672,1.5143238713272,1.21478986932311,0.978459688961598,0.600259364624955,0.398277143525397,0.334466307276809,0.834612339734532,12.5936640250622,25.4611597460731
"185","AK",2019,158,"Y","S_Alt","2019.06.07.60.03","Calf",27.79996444,0.25185,0.526458552719688,0.777821470622745,0.936384753437373,0.994581965441089,1.31185346048596,1.31068002231895,1.39745563474094,1.43703396776177,1.44713981889699,1.36974611067425,1.19037740508464,1.02341311715906,0.831181400827014,0.656417529858179,0.512770774578249,0.348784191022773,0.328833641757286,0.31485180393199,1.04711222725162,7.001421044214,5.0905677653952
"186","AK",2019,172,"Y","S_Alt","2019.06.21.82.03","Mother",28.01686453,0.45,0.972011165278663,1.37487998203035,1.59720322204618,1.68453395266872,2.22451004818839,2.32119299254202,2.32144579613514,2.39729592001726,2.45255996781371,2.33549077009612,2.1749030445049,1.92692252239105,1.62753963809187,1.25563092082118,0.96951946164537,0.688819813216236,0.228893103203007,0.427752549003496,2.01278184651209,12.6075890385,27.7998618068266
"187","AK",2019,172,"Y","S_Alt","2019.06.21.82.04","Calf",27.05795259,0.27148,0.578272049331885,0.761331860107763,0.861407377411343,1.07921892705489,1.14638280157957,1.28166034872983,1.36213021149879,1.43769388593367,1.40073917374456,1.35950412626233,1.17106579909445,0.986643362272798,0.834381838408605,0.645842140677754,0.483422258006547,0.362795695483223,0.262470424618692,0.392062405410843,1.39061166684801,7.3456929691332,5.07606914261942
"192","AK",2019,199,"Y","S_Alt","2019.07.18.29.04","Mother",29.45,0.417932029,0.981100178514168,1.51650092562267,1.69944406592469,1.78394963216874,2.25333521685392,2.08900748806487,2.24869536412974,2.22048029076944,2.15964942290403,2.02398937194156,1.77994859682176,1.58919556693355,1.26866631706676,0.974188756468967,0.710969863153906,0.426779680870357,0.352457157191658,0.367930815113906,1.87168577881012,12.30809825405,22.2873752704574
"193","AK",2019,199,"Y","S_Alt","2019.07.18.29.05","Calf",41.1,0.179848566,0.569602487752962,0.776352368567152,0.944855629798459,1.17218840682538,1.36479939204083,1.45500652932275,1.45610749371251,1.46564429814085,1.45418596752287,1.39234392008774,1.28700255964997,1.1702263973566,0.967328778557242,0.792590564565618,0.625944473025664,0.403221251754203,0.267845992711785,0.287702451561723,1.24989568119664,7.3917760626,6.15219844716729
"194","AK",2019,211,"Y","S_Alt","2019.07.30.58.01","Mother",32.10726193,0.42893,1.0442515387392,1.51826733576988,1.83174569228906,2.01699583026758,2.53497029598157,2.58523239687542,2.51726380321265,2.51496533234065,2.5193985690801,2.46280823205778,2.35403599179868,2.1454786984362,1.71692466986055,1.39717760705664,1.11379929874312,0.818890603680036,0.515024486520823,0.310766490503714,1.41323879222809,13.7717678596349,36.7470041281009
"195","AK",2019,211,"Y","S_Alt","2019.07.30.58.02","Calf",31.19859805,0.24913,0.539955265435018,0.741784725000637,0.811648679013659,1.03933804572797,1.1807727962324,1.27561991863472,1.32715086101851,1.3783102775805,1.38927961633165,1.34171032062926,1.17070817726488,1.05784593875868,0.85099621709473,0.70546302379041,0.545461309204106,0.435279808269834,0.349152661170365,0.260872529706077,1.04309916173568,7.7725067321965,5.45479891667864
"196","AK",2019,211,"Y","S_Alt","2019.07.30.59.01","Mother",29.8460369,0.40692,1.12372287779535,1.54938140486135,1.69901182854495,1.75593730229798,2.34409671372284,2.29834576534594,2.31136642625311,2.33987218054017,2.36227080940461,2.34872663924185,2.14412333024617,1.88729884382822,1.65012419560174,1.35116083026705,0.956112304769397,0.685791769149835,0.524932866152684,0.424375271801514,1.6103957940058,12.144949335348,27.6619703866489
"197","AK",2019,211,"Y","S_Alt","2019.07.30.59.02","Calf",30.13549402,0.27644,0.665518228273494,0.960730512648516,1.12359915124792,1.25088047215677,1.54164059140081,1.51532670251534,1.61477273682984,1.71137402624237,1.72208683078379,1.63028379760632,1.57533341212516,1.45301839094433,1.18483418192437,0.993515096102057,0.757286252535715,0.604364218557941,0.454285929053674,0.46971696879789,1.07838231336219,8.3306559668888,9.65010936417773
"198","AK",2019,211,"Y","S_Alt","2019.07.30.60.01","Mother",30.17867509,0.39988,1.06184344816895,1.43289123737811,1.69093401322333,1.76113451557266,2.33825862516915,2.2450061956679,2.29472672144284,2.35164871052436,2.3092339746071,2.34084071877342,2.16391511041863,2.0036151743333,1.72630667315112,1.26808785172373,0.831150294639729,0.564862785753144,0.394266350662615,0.36230460466332,1.43052069557328,12.0678485949892,26.8173246745882
"200","AK",2019,214,"Y","S_Alt","2019.08.02.69.01","Mother",31.96809246,0.39964,1.07206147280291,1.61183128964072,1.84736497872478,2.01637908435658,2.32100944490069,2.41484924274125,2.42300695802583,2.43597370535592,2.38258040358788,2.28947384951931,2.02381275950397,1.79482917235354,1.52381602050919,1.20455760966841,0.906234981180031,0.706872581249632,0.512814690098275,0.467562229432654,1.66220264742533,12.7757284707144,29.3256477523208
"201","AK",2019,214,"Y","S_Alt","2019.08.02.69.02","Calf",26.96681531,0.26996,0.626625750466075,0.942705605208381,1.0439479397042,1.21673838772414,1.41758585817483,1.5719458032108,1.65865876514272,1.66489637808183,1.62526271070391,1.52356147073346,1.4004254296433,1.22263597404729,1.00195156593006,0.818147394526955,0.606533573565138,0.439728121637623,0.303151841978668,0.572381418179402,1.49401847130521,7.2799614610876,7.13656955212814
"202","AK",2019,216,"Y","S_Alt","2019.08.04.95.01","Mother",30.98619467,0.43796,0.989220581056589,1.46093567185564,1.66771919837858,1.73156863200298,2.16227245811777,2.23791737705906,2.29678725573655,2.35001439903894,2.2726781267507,2.22755253674889,2.06445418023586,1.75925600131278,1.53213386142958,1.22123591729224,0.921893931166,0.557614047750626,0.406089571683305,0.387137606125633,1.63260811935268,13.5707138176732,28.0885143347086
"203","AK",2019,216,"Y","S_Alt","2019.08.04.95.02","Calf",33.85830453,0.24994,0.700191932561385,1.06635392816688,1.18435030983464,1.36936951440394,1.54003938626267,1.62646154676766,1.67082640570118,1.63512682773743,1.69231992098876,1.65884661341459,1.56337000574598,1.40214577825543,1.19579868309086,0.978199320601901,0.783478415543162,0.562877500855037,0.412082500508635,0.448018829075211,1.51854688648044,8.4625446342282,9.97068563419013
"206","AK",2019,218,"Y","S_Alt","2019.08.06.112.01","Mother",32.22790948,0.41627,0.968282792576369,1.5057022214457,1.69929144796298,1.91783036453949,2.25002414279023,2.26223078960178,2.28753485443196,2.43046923847652,2.37512374276829,2.27212110474141,1.99859106991072,1.73485953445635,1.36895170150326,1.0186267517578,0.78724170150581,0.636438557634131,0.406139186926786,0.310456025752661,1.83488702514618,13.4155118792396,27.9344154309583
"207","AK",2019,218,"Y","S_Alt","2019.08.06.112.02","Calf",32.49949258,0.25764,0.671935650828294,1.03341414715807,1.14154331753767,1.26612832604467,1.36805338074589,1.4587515083944,1.58336667789441,1.64704055495844,1.68094955438087,1.59078226054447,1.42072251699031,1.17095933378023,0.991261142976459,0.810913485205094,0.662306251123,0.519239591458935,0.321714242795458,0.32328764126474,1.55444831761805,8.3731692683112,8.32037105301597
"208","AK",2019,219,"Y","S_Alt","2019.08.07.117.01","Mother",32.94775749,0.380734191,0.982610365371121,1.33250793763446,1.62640203737737,1.82246971218704,2.21488054549979,2.12327340755275,2.28566015633235,2.39843303179397,2.35508794918243,2.25283270314055,2.01673763329144,1.76841026228843,1.47150847566669,1.15478551361699,0.834366795090717,0.59690621975584,0.406565367197397,0.380872630565317,1.92765379516368,12.5443377932193,25.6969539115357
"209","AK",2019,219,"Y","S_Alt","2019.08.07.117.02","Calf",33.26757148,0.22429,0.542961404526561,0.869449780751267,1.00300612149238,1.13149697443902,1.36555049043789,1.48726018233258,1.57387698772366,1.59829328675251,1.59904226932263,1.52912347849231,1.378617371598,1.21528359221397,1.02619143755788,0.845868471728302,0.628584643128456,0.454051063535549,0.30564766335965,0.315520617387471,1.02391313179626,7.4615836072492,6.96136386798722
"210","AK",2019,219,"Y","S_Alt","2019.08.07.123.04","Mother",42.36509792,0.3,0.965183947354487,1.40366211691018,1.5823056667733,1.83641613469106,2.26868334953589,2.31784603460085,2.39790173586242,2.5076830372931,2.47460932004616,2.3414781843607,2.18437764519863,1.9148527156254,1.67688157322295,1.36574782161508,0.944286448820824,0.678971844062241,0.481274244015799,0.47408052354788,2.13969691974618,12.709529376,29.448496045307
"211","AK",2019,219,"Y","S_Alt","2019.08.07.123.06","Calf",25.5607382,0.30063,0.637979396492634,0.921677008450385,1.01394823121178,1.321063796873,1.43358918293153,1.51525815614066,1.68424552972707,1.7521456937775,1.75784679111352,1.64327587392951,1.47199477551862,1.23573925745333,0.987830583123249,0.847957646677232,0.602889833079603,0.412435924685015,0.357572901896614,0.456828637315622,1.53624029624592,7.684324725066,8.00642632146857
"212","AK",2019,219,"Y","S_Alt","2019.08.07.124.01","Mother",33.33051249,0.37276,1.00049445337261,1.4829640963478,1.73714461509789,1.75604551229656,2.19867260052205,2.26465120130009,2.37069612435583,2.47921293282849,2.28389670086461,2.19693616425626,2.0416101719954,1.78483544207672,1.4339739255503,1.1350219994246,0.829031839148417,0.612529296887741,0.452117814979863,0.32731968104545,1.47886318258156,12.4242818357724,26.0650264600346
"213","AK",2019,219,"Y","S_Alt","2019.08.07.124.02","Calf",33.61141247,0.20515,0.653371310644896,0.936417686478713,1.06446012985589,1.1263088672092,1.34973777232285,1.37279557906703,1.39675003223072,1.41542727014039,1.42345486404886,1.36373059090613,1.29474676607696,1.20878204711651,1.0235695721995,0.885435509409619,0.655307835240035,0.422539069175479,0.280467378708917,0.306452740377595,1.37686733135605,6.8953812682205,5.8320555529424
"214","AK",2019,221,"Y","S_Alt","2019.08.09.125.01","Mother",34.70808266,0.352885432,0.967069821029211,1.48596086600416,1.68185888742138,1.69159305267401,2.13668169334611,2.11036881007499,2.11045542041773,2.18358666143828,2.20703425547965,2.104863894463,1.87164444948743,1.71795862674108,1.4770432280435,1.15581587305806,0.912291506011303,0.609837987935268,0.467709472032296,0.446233620119192,2.08672414241342,12.2479767433658,23.3801741924455
"215","AK",2019,221,"Y","S_Alt","2019.08.09.125.02","Calf",32.06341903,0.21877,0.600593624319285,0.864917413895643,0.953198562482409,1.09564959354739,1.27632788278409,1.35818953387686,1.43987937005636,1.51381813790324,1.52452038911766,1.42760635447265,1.28429456185072,1.10968287480972,0.90613459821533,0.731790741459153,0.572909434887308,0.405311019686897,0.26039477380783,0.249085272874073,1.22112626627883,7.0145141811931,5.65304020452132
"216","AK",2019,221,"Y","S_Alt","2019.08.09.126.01","Mother",30.62822683,0.40263,1.00594735764119,1.45546684910045,1.5786064855608,1.62889941114307,2.28210184786848,2.27164377417888,2.39323757589441,2.49496503508992,2.37783105424944,2.2664524937377,2.12616949420501,1.91803265104797,1.6806448884772,1.37481545169102,1.01023097756768,0.727929615416246,0.487664882961647,0.37016073151814,1.74481923078764,12.3318429685629,27.9119542463963
"217","AK",2019,221,"Y","S_Alt","2019.08.09.126.02","Calf",27.39299213,0.26392,0.626846307696711,0.919913182554957,1.04494928575326,1.14733180674363,1.38667661207837,1.47438903662059,1.58617170499667,1.63243372563943,1.64895972059983,1.65289720925808,1.48954003534651,1.3271733095012,1.09378334762065,0.84989862464065,0.613325512812855,0.358196029998648,0.259998392579458,0.311466128163606,1.4638595526747,7.2295584829496,7.18558248856472
"218","AK",2019,231,"Y","S_Alt","2019.08.19.127.01","Mother",30.17499123,0.41275,0.991112762454023,1.49843600685481,1.69673273350092,1.72231371529281,2.13811159760693,2.27656683036808,2.25911655134056,2.32960706651632,2.2977063578947,2.2120371353814,1.98639032255756,1.68310778706301,1.41541969363659,1.1138763528731,0.715180312888094,0.594324902820023,0.386445402496419,0.362932612795118,1.67430862287558,12.4547276301825,24.7753477920614
"219","AK",2019,231,"Y","S_Alt","2019.08.19.128.02","Calf",23.26680139,0.30202,0.659251917010066,0.977985235528535,1.08116409903999,1.22075188470034,1.40550742252541,1.4324217766109,1.48126484603468,1.51300959259498,1.50896050008554,1.46153575282584,1.35442423273895,1.23544218312279,1.09915087648928,0.896437248400391,0.686596576980245,0.480783060636462,0.302056020858529,0.274545144775106,1.25841797440626,7.0270393558078,6.58445263755857
"220","AK",2019,231,"Y","S_Alt","2019.08.19.130.01","Mother",26.80291373,0.45084,1.02319847841484,1.51553695426335,1.68585868551247,1.78046059032562,2.12066733007353,2.1871332855086,2.29282735800617,2.31300364190071,2.24789283192401,2.16345306557272,1.98264999677429,1.74523116704412,1.25020706602543,0.937391960090679,0.843164389477825,0.569111660239738,0.484159724926957,0.437003863377186,1.34876413626293,12.0838256260332,23.6361840311225
"221","AK",2019,231,"Y","S_Alt","2019.08.19.130.02","Calf",25.63164362,0.28586,0.589094529431939,0.825516911359619,1.01785010633998,1.18358374926592,1.33961451542135,1.43098905852915,1.54588663261059,1.59621156050577,1.57738381028241,1.53215357445652,1.4134765503083,1.17820489469567,0.975948003624473,0.782414815459635,0.595698010181745,0.409218740182626,0.307893228341677,0.422557665725999,1.31966683041988,7.3270616452132,6.64431903006482
"223","AK",2019,233,"Y","S_Alt","2019.08.21.134.01","Calf",30.70693926,0.25894,0.666499214867521,0.825197323469012,0.968368074735872,1.1785697713596,1.36578021023156,1.45835911866459,1.49716032794796,1.56544862193221,1.58775917434635,1.49502464792899,1.39078780920848,1.22692473457833,0.995851230120413,0.789698446923036,0.57711857489767,0.409994220654047,0.284228735725362,0.306113488185055,1.05254078772905,7.9512548519844,7.16630222014705
"224","AK",2019,233,"Y","S_Alt","2019.08.21.136.02","Mother",36.56074238,0.3757,1.01068341144385,1.55967789019435,1.82652748262082,2.01340746507314,2.48706842049553,2.52588224592132,2.53630890652659,2.73042586745237,2.67085108081206,2.52708621011623,2.37461486588424,2.16757755467974,1.7233131170801,1.40194868533982,1.02375714318775,0.782523950178426,0.484407572124686,0.463852769712145,1.43904232781725,13.735870912166,37.4094999386225
"225","AK",2019,233,"Y","S_Alt","2019.08.21.136.04","Calf",37.62198476,0.211021025,0.668921384729803,0.889272183211703,0.985912536785795,1.22920971193257,1.42869982087582,1.51460098058194,1.54521330782888,1.60594037092845,1.62830145889732,1.53786669241448,1.39825049778846,1.17631350933875,1.01657443215912,0.758631689101548,0.579706764797425,0.421857961559483,0.304453195616696,0.275446123520637,1.41225739631659,7.93902978658958,7.46119388677517
"227","AK",2019,240,"Y","S_Alt","2019.08.28.141.02","Calf",26.06674289,0.29563,0.59673709402362,0.880275831453381,1.01471426472895,1.19526644117514,1.42351735528488,1.54469107748669,1.62189861331132,1.65692111322989,1.6477849697265,1.57046640116924,1.43607238129496,1.26306117716877,1.06602711614403,0.869085583167085,0.66292648175809,0.465890570264867,0.315199721368193,0.317469415477548,1.31951299448345,7.7061112005707,7.71431465227963
"228","AK",2019,240,"Y","S_Alt","2019.08.28.142.01","Mother",23.5592365,0.539353,0.926242622632224,1.4200533662273,1.63606333665415,1.73029660118738,2.08025835312577,2.19495886847737,2.23913090131228,2.18414013749253,2.14810007957192,2.12254920066624,1.97707533934435,1.7254952267535,1.47053111358684,1.14304595608415,0.854603432744503,0.602411514276167,0.37057699567306,0.343299025786945,1.71842361191031,12.7067448839845,24.3457781933092
"229","AK",2019,240,"Y","S_Alt","2019.08.28.142.02","Calf",23.55664885,0.32728,0.653523356347167,0.923768633996284,1.04872900346738,1.26959313046568,1.40727346171848,1.48802731012459,1.59316764346724,1.63696778506342,1.6309683615147,1.51450308667154,1.35596223899279,1.18640378070991,0.956420641121119,0.750916555953731,0.550988851833179,0.362587890367872,0.29780596742382,0.460405057862013,1.33648100751354,7.709620035628,7.19925291890436
"230","AK",2019,241,"Y","S_Alt","2019.08.29.148.01","Mother",32.37560123,0.38475,0.989676888878557,1.42434220350096,1.65484633261279,1.67122972091391,2.1539055110048,2.22312435334969,2.35217232509002,2.41512288463644,2.40527550197593,2.2802732722347,2.12080819585883,1.81882229958898,1.55001897208279,1.29549764038269,1.01871051393472,0.627188819527858,0.350433102425465,0.398504900433398,1.71108589369302,12.4565125732425,26.8251334609749
"233","AK",2019,241,"Y","S_Alt","2019.08.29.149.02","Calf",24.44552861,0.32098,0.569959923268374,0.887131605391188,0.978268777836708,1.20363154691335,1.4289924312545,1.51798813694786,1.58301788040307,1.63605616299881,1.63476167299354,1.59242224520284,1.50717622626086,1.33683869745451,1.05431958583132,0.759505646418222,0.593718616860402,0.413652629412154,0.317803852693995,0.379096156961445,1.38231542596935,7.8465257732378,7.7416063060485
"234","AK",2019,242,"Y","S_Alt","2019.08.30.155.01","Mother",29.77928085,0.44832,1.07783334853875,1.59570247251467,1.82505985584891,1.91346758254298,2.34453359544574,2.45602309452493,2.45958819394295,2.48452465158644,2.5193629157734,2.46194943079209,2.36637143062432,2.143265794902,1.85486786852762,1.43012573811862,1.10842363050752,0.761494919375721,0.483939767577497,0.372743619732398,1.36091247987235,13.350647190672,34.8487492721173
